prompt_id,prompt_typing_order,length_class,condition,prompt_source,prompt_position,prompt_position_1based,char_j,prev_char_j,map_id_j,unicode_codepoint_j,unicode_name_j,script_family_j,char_class_j,layout_required_j,shift_required_j,preferred_for_prompt_demand_j,physical_key_id_j,distance_node_id_j,key_row_j,key_column_index_j,zone_proxy_j,hand_proxy_j,is_space_j,is_thai_script_j,is_english_script_j,is_punctuation_or_symbol_j,project_layout_preference_j,char_map_candidate_count_j,char_map_top_rule_candidate_count_j,char_map_ambiguous_j,char_map_rule_tied_j,char_map_resolution_note_j,char_map_resolved_with_fallback_j,prev_map_id_j,prev_unicode_codepoint_j,prev_unicode_name_j,prev_script_family_j,prev_char_class_j,prev_layout_required_j,prev_shift_required_j,prev_preferred_for_prompt_demand_j,prev_physical_key_id_j,prev_distance_node_id_j,prev_key_row_j,prev_key_column_index_j,prev_zone_proxy_j,prev_hand_proxy_j,prev_is_space_j,prev_is_thai_script_j,prev_is_english_script_j,prev_is_punctuation_or_symbol_j,prev_project_layout_preference_j,prev_char_map_candidate_count_j,prev_char_map_top_rule_candidate_count_j,prev_char_map_ambiguous_j,prev_char_map_rule_tied_j,prev_char_map_resolution_note_j,prev_char_map_resolved_with_fallback_j,distance_from_prev_correct_j,layout_switch_into_j,distance_from_prev_bin_j
P11,7,medium,rhythmic_repetition,prompt_table,13,14,ร,ม,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,14,15,ั,ร,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,15,16,ก,ั,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,16,17,ผ,ก,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,17,18,ม,ผ,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,18,19,ร,ม,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,19,20,อ,ร,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,20,21, ,อ,COMMON_Space,U+0020,SPACE,common,whitespace,COMMON,0.0,1.0,Space,Space,space,0.0,space,thumb,1.0,0.0,0.0,0.0,COMMON,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,,0.0,
P11,7,medium,rhythmic_repetition,prompt_table,21,22,ว, ,TH_Semicolon_base,U+0E27,THAI CHARACTER WO WAEN,thai,thai_consonant,TH,0.0,1.0,Semicolon,Semicolon,home,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,COMMON_Space,U+0020,SPACE,common,whitespace,COMMON,0.0,1.0,Space,Space,space,0.0,space,thumb,1.0,0.0,0.0,0.0,COMMON,1.0,1.0,0.0,0.0,unique,0.0,,0.0,
P11,7,medium,rhythmic_repetition,prompt_table,22,23,ั,ว,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_Semicolon_base,U+0E27,THAI CHARACTER WO WAEN,thai,thai_consonant,TH,0.0,1.0,Semicolon,Semicolon,home,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,23,24,น,ั,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,24,25,ไ,น,TH_KeyW_base,U+0E44,THAI CHARACTER SARA AI MAIMALAI,thai,thai_vowel_mark,TH,0.0,1.0,KeyW,KeyW,top,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,7.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,25,26,ห,ไ,TH_KeyS_base,U+0E2B,THAI CHARACTER HO HIP,thai,thai_consonant,TH,0.0,1.0,KeyS,KeyS,home,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyW_base,U+0E44,THAI CHARACTER SARA AI MAIMALAI,thai,thai_vowel_mark,TH,0.0,1.0,KeyW,KeyW,top,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P11,7,medium,rhythmic_repetition,prompt_table,26,27,น,ห,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyS_base,U+0E2B,THAI CHARACTER HO HIP,thai,thai_consonant,TH,0.0,1.0,KeyS,KeyS,home,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,7.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,27,28,ผ,น,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,8.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,28,29,ม,ผ,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,29,30,ท,ม,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,1.0,0.0,low
P11,7,medium,rhythmic_repetition,prompt_table,30,31,้,ท,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P11,7,medium,rhythmic_repetition,prompt_table,31,32,อ,้,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,32,33,ผ,อ,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,33,34,ม,ผ,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,34,35,พ,ม,TH_KeyR_base,U+0E1E,THAI CHARACTER PHO PHAN,thai,thai_consonant,TH,0.0,1.0,KeyR,KeyR,top,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,3.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,35,36,อ,พ,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyR_base,U+0E1E,THAI CHARACTER PHO PHAN,thai,thai_consonant,TH,0.0,1.0,KeyR,KeyR,top,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P11,7,medium,rhythmic_repetition,prompt_table,36,37,ผ,อ,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,37,38,ม,ผ,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyZ_base,U+0E1C,THAI CHARACTER PHO PHUNG,thai,thai_consonant,TH,0.0,1.0,KeyZ,KeyZ,bottom,0.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,38,39,ล,ม,TH_BracketRight_base,U+0E25,THAI CHARACTER LO LING,thai,thai_consonant,TH,0.0,1.0,BracketRight,BracketRight,top,11.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,5.0,0.0,high
P11,7,medium,rhythmic_repetition,prompt_table,39,40,า,ล,TH_KeyK_base,U+0E32,THAI CHARACTER SARA AA,thai,thai_vowel_mark,TH,0.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_BracketRight_base,U+0E25,THAI CHARACTER LO LING,thai,thai_consonant,TH,0.0,1.0,BracketRight,BracketRight,top,11.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,0,1,ช,,TH_Equal_base,U+0E0A,THAI CHARACTER CHO CHANG,thai,thai_consonant,TH,0.0,1.0,Equal,Equal,number,12.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10,8,medium,thai_numerals,prompt_table,1,2,ั,ช,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_Equal_base,U+0E0A,THAI CHARACTER CHO CHANG,thai,thai_consonant,TH,0.0,1.0,Equal,Equal,number,12.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,2,3,้,ั,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P10,8,medium,thai_numerals,prompt_table,3,4,น,้,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,4,5,ม,น,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,5,6,ั,ม,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,6,7,ธ,ั,TH_KeyT_shift,U+0E18,THAI CHARACTER THO THONG,thai,thai_consonant,TH,1.0,1.0,KeyT,KeyT,top,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P10,8,medium,thai_numerals,prompt_table,7,8,ย,ธ,TH_KeyP_base,U+0E22,THAI CHARACTER YO YAK,thai,thai_consonant,TH,0.0,1.0,KeyP,KeyP,top,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyT_shift,U+0E18,THAI CHARACTER THO THONG,thai,thai_consonant,TH,1.0,1.0,KeyT,KeyT,top,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,5.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,8,9,ม,ย,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyP_base,U+0E22,THAI CHARACTER YO YAK,thai,thai_consonant,TH,0.0,1.0,KeyP,KeyP,top,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,9,10,ศ,ม,TH_KeyL_shift,U+0E28,THAI CHARACTER SO SALA,thai,thai_consonant,TH,1.0,1.0,KeyL,KeyL,home,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,10,11,ึ,ศ,TH_Digit7_base,U+0E36,THAI CHARACTER SARA UE,thai,thai_vowel_mark,TH,0.0,1.0,Digit7,Digit7,number,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyL_shift,U+0E28,THAI CHARACTER SO SALA,thai,thai_consonant,TH,1.0,1.0,KeyL,KeyL,home,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,11,12,ก,ึ,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_Digit7_base,U+0E36,THAI CHARACTER SARA UE,thai,thai_vowel_mark,TH,0.0,1.0,Digit7,Digit7,number,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,12,13,ษ,ก,TH_KeyK_shift,U+0E29,THAI CHARACTER SO RUSI,thai,thai_consonant,TH,1.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,5.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,13,14,า,ษ,TH_KeyK_base,U+0E32,THAI CHARACTER SARA AA,thai,thai_vowel_mark,TH,0.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyK_shift,U+0E29,THAI CHARACTER SO RUSI,thai,thai_consonant,TH,1.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,0.0,0.0,low
P10,8,medium,thai_numerals,prompt_table,14,15,ป,า,TH_KeyX_base,U+0E1B,THAI CHARACTER PO PLA,thai,thai_consonant,TH,0.0,1.0,KeyX,KeyX,bottom,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyK_base,U+0E32,THAI CHARACTER SARA AA,thai,thai_vowel_mark,TH,0.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,6.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,15,16,ี,ป,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyX_base,U+0E1B,THAI CHARACTER PO PLA,thai,thai_consonant,TH,0.0,1.0,KeyX,KeyX,bottom,1.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,5.0,0.0,high
P10,8,medium,thai_numerals,prompt_table,16,17,ท,ี,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,17,18,ี,ท,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P10,8,medium,thai_numerals,prompt_table,18,19,่,ี,TH_KeyJ_base,U+0E48,THAI CHARACTER MAI EK,thai,thai_tone_mark,TH,0.0,1.0,KeyJ,KeyJ,home,6.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P10,8,medium,thai_numerals,prompt_table,19,20, ,่,COMMON_Space,U+0020,SPACE,common,whitespace,COMMON,0.0,1.0,Space,Space,space,0.0,space,thumb,1.0,0.0,0.0,0.0,COMMON,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyJ_base,U+0E48,THAI CHARACTER MAI EK,thai,thai_tone_mark,TH,0.0,1.0,KeyJ,KeyJ,home,6.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,,0.0,
P10,8,medium,thai_numerals,prompt_table,20,21,๖, ,TH_Digit9_shift,U+0E56,THAI DIGIT SIX,thai,thai_numeral,TH,1.0,1.0,Digit9,Digit9,number,9.0,right,right,0.0,1.0,0.0,0.0,EN,1.0,1.0,0.0,0.0,unique,0.0,COMMON_Space,U+0020,SPACE,common,whitespace,COMMON,0.0,1.0,Space,Space,space,0.0,space,thumb,1.0,0.0,0.0,0.0,COMMON,1.0,1.0,0.0,0.0,unique,0.0,,0.0,
